Date,Equipment,Handedness,"Swing Details","Plane Score","Connection Score","Rotation Score","Bat Speed (mph)","Rotational Acceleration (g)","On Plane Efficiency (%)","Attack Angle (deg)","Early Connection (deg)","Connection at Impact (deg)","Vertical Bat Angle (deg)","Power (kW)","Time to Contact (sec)","Peak Hand Speed (mph)","Exit Velocity (mph)","Launch Angle (deg)","Estimated Distance (feet)"
"Sep 20, 2021 05:08:04 PM",Meta,Right,"General Practice",71,44,69,70,20.5,87,12,70,78,-21,4.72,0.13,21.7,,,
"Sep 20, 2021 05:07:52 PM",Meta,Right,"General Practice",58,46,67,69.3,19.8,75,12,74,77,-21,4.49,0.13,21.1,,,
"Sep 20, 2021 04:59:24 PM",Meta,Right,"General Practice",71,46,71,67.1,21.5,88,-1,70,80,-31,4.87,0.11,21.5,,,
"Sep 20, 2021 04:59:18 PM",Meta,Right,"General Practice",55,73,64,59.6,18.6,71,8,89,84,-20,3.27,0.13,17.2,,,
"Sep 20, 2021 04:59:12 PM",Meta,Right,"General Practice",44,66,62,62,17.9,60,11,92,81,-20,3.24,0.15,17.8,,,
"Sep 20, 2021 04:58:55 PM",Meta,Right,"General Practice",56,59,62,64,17.9,73,9,82,82,-21,3.61,0.14,18.9,,,
"Sep 20, 2021 04:58:51 PM",Meta,Right,"General Practice",71,45,66,69.7,19.3,88,9,70,79,-22,4.68,0.13,21.8,,,
"Sep 20, 2021 04:58:44 PM",Meta,Right,"General Practice",52,69,71,65.4,21.5,69,7,86,84,-22,4.12,0.13,19.6,,,
"Sep 20, 2021 04:58:40 PM",Meta,Right,"General Practice",57,51,78,66.5,24.4,74,5,73,83,-29,4.54,0.12,21.6,,,
"Sep 20, 2021 04:50:47 PM",Meta,Right,"General Practice",53,56,66,64.9,19.4,70,11,83,79,-19,3.61,0.14,18.8,,,
"Sep 20, 2021 04:50:42 PM",Meta,Right,"General Practice",56,55,59,65.7,16.5,73,11,81,79,-20,3.45,0.15,20,,,
"Sep 20, 2021 04:50:37 PM",Meta,Right,"General Practice",58,50,67,65.6,20,75,6,73,83,-31,4.08,0.13,20.3,,,
"Sep 20, 2021 04:50:31 PM",Meta,Right,"General Practice",56,60,66,65,19.3,72,9,83,82,-15,3.67,0.14,19.5,,,
"Sep 20, 2021 04:50:21 PM",Meta,Right,"General Practice",68,35,71,71.2,21.6,85,7,59,75,-32,4.81,0.13,23.4,,,
"Sep 20, 2021 04:50:16 PM",Meta,Right,"General Practice",57,53,70,65.6,21.1,73,11,78,81,-20,4.02,0.13,19.5,,,
"Sep 20, 2021 04:50:10 PM",Meta,Right,"General Practice",51,54,67,52,19.8,68,12,81,78,-22,2.32,0.14,19.8,,,
"Sep 20, 2021 04:50:05 PM",Meta,Right,"General Practice",58,53,56,65.7,15.5,75,13,80,79,-19,3.45,0.15,19.9,,,
"Sep 20, 2021 04:49:59 PM",Meta,Right,"General Practice",45,65,70,62.4,21.2,61,11,87,81,-19,3.43,0.14,18,,,
"Sep 20, 2021 04:43:40 PM",Meta,Right,"General Practice",56,60,67,66,20,73,10,81,84,-20,4.01,0.13,20.4,,,
"Sep 20, 2021 04:43:36 PM",Meta,Right,"General Practice",71,44,69,67.6,20.8,87,4,67,82,-29,4.86,0.12,21.3,,,
"Sep 20, 2021 04:43:30 PM",Meta,Right,"General Practice",69,50,62,66.6,17.7,86,7,73,82,-23,4.21,0.13,20.8,,,
"Sep 20, 2021 04:43:25 PM",Meta,Right,"General Practice",57,58,69,63.9,20.7,74,12,81,82,-15,3.75,0.13,18.8,,,
"Sep 20, 2021 04:43:16 PM",Meta,Right,"General Practice",63,54,75,63.2,23.3,79,8,76,84,-22,4.24,0.12,19.5,,,
"Sep 20, 2021 04:42:58 PM",Meta,Right,"General Practice",56,56,63,63.1,18.3,73,14,82,80,-19,3.66,0.13,18.2,,,
"Sep 20, 2021 04:42:52 PM",Meta,Right,"General Practice",52,71,67,62.8,19.9,69,10,85,86,-24,3.52,0.14,18.7,,,
"Sep 20, 2021 04:42:47 PM",Meta,Right,"General Practice",69,47,69,68.9,20.6,86,6,70,81,-25,4.72,0.12,21.9,,,
"Sep 20, 2021 04:42:38 PM",Meta,Right,"General Practice",64,52,73,62.5,22.5,81,8,75,82,-18,4.02,0.12,19,,,
"Sep 20, 2021 04:42:34 PM",Meta,Right,"General Practice",65,40,72,67.3,21.9,82,0,59,82,-37,4.73,0.12,23.1,,,
"Sep 20, 2021 04:35:29 PM",Meta,Right,"General Practice",47,54,55,67.7,15.1,63,6,81,79,-22,3.87,0.15,20.4,,,
"Sep 20, 2021 04:35:17 PM",Meta,Right,"General Practice",47,51,54,67.2,14.4,63,6,80,77,-22,3.86,0.14,20.3,,,
"Sep 20, 2021 04:35:05 PM",Meta,Right,"General Practice",49,53,55,67.5,14.9,66,7,80,79,-23,3.85,0.15,20.1,,,
"Sep 20, 2021 04:34:55 PM",Meta,Right,"General Practice",51,57,58,68.9,16.1,67,6,82,80,-23,4.12,0.14,20.2,,,
"Sep 20, 2021 04:34:43 PM",Meta,Right,"General Practice",52,51,55,67,15,68,6,78,78,-22,3.79,0.15,20.3,,,
"Sep 20, 2021 04:34:05 PM",Meta,Right,"General Practice",45,55,52,65.8,13.9,62,8,81,80,-25,3.6,0.15,20.1,,,
"Sep 20, 2021 04:33:34 PM",Meta,Right,"General Practice",54,52,53,67,14.2,71,8,78,80,-24,3.79,0.15,20.5,,,
"Sep 20, 2021 04:33:13 PM",Meta,Right,"General Practice",46,53,49,67,12.3,62,5,81,78,-26,3.64,0.15,20.1,,,
"Sep 20, 2021 04:32:36 PM",Meta,Right,"General Practice",51,50,56,64.6,15.4,67,6,75,81,-27,3.67,0.14,19.9,,,
"Sep 20, 2021 04:32:21 PM",Meta,Right,"General Practice",48,56,54,66.1,14.7,65,6,81,81,-24,3.79,0.14,19.9,,,
"Sep 20, 2021 04:32:05 PM",Meta,Right,"General Practice",44,53,55,65.2,14.9,61,7,80,79,-28,3.49,0.15,19.9,,,
"Sep 20, 2021 04:31:44 PM",Meta,Right,"General Practice",48,50,53,64.3,14.2,65,13,78,78,-25,3.44,0.15,19.9,,,
"Sep 20, 2021 04:31:28 PM",Meta,Right,"General Practice",59,46,54,64.1,14.7,76,3,70,80,-27,3.61,0.14,20.2,,,
"Sep 20, 2021 04:31:14 PM",Meta,Right,"General Practice",52,50,48,64.6,12.1,68,4,76,80,-29,3.38,0.15,20.3,,,
"Jan 14, 2021 12:49:16 PM","Pro Reserve Series JC24",Right,"General Practice",48,66,49,63.6,12.6,65,7,83,86,-24,3.21,0.16,19.3,,,
"Jan 14, 2021 12:49:03 PM","Pro Reserve Series JC24",Right,"General Practice",49,54,45,64,10.6,66,10,79,80,-25,3.05,0.17,19.5,,,
"Jan 14, 2021 12:48:48 PM","Pro Reserve Series JC24",Right,"General Practice",49,60,45,62.1,10.9,66,9,78,86,-27,2.95,0.16,19.2,,,
"Jan 14, 2021 12:48:27 PM","Pro Reserve Series JC24",Right,"General Practice",40,63,44,62.6,10.6,56,8,84,83,-24,2.86,0.17,19,,,
"Jan 14, 2021 12:48:09 PM","Pro Reserve Series JC24",Right,"General Practice",47,60,48,63.8,12.2,64,8,81,83,-23,3.11,0.16,19.6,,,
"Jan 14, 2021 12:47:49 PM","Pro Reserve Series JC24",Right,"General Practice",51,53,45,64,10.8,68,6,77,81,-24,3.06,0.17,19.8,,,
"Jan 14, 2021 12:47:39 PM","Pro Reserve Series JC24",Right,"General Practice",43,58,42,65.3,9.8,59,9,82,81,-21,3.15,0.17,19.6,,,
"Jan 14, 2021 12:47:25 PM","Pro Reserve Series JC24",Right,"General Practice",43,56,40,63.6,8.8,60,9,79,82,-24,2.91,0.17,19.8,,,
"Jan 14, 2021 12:47:13 PM","Pro Reserve Series JC24",Right,"General Practice",47,65,45,63.8,10.8,63,8,84,84,-24,3.11,0.16,19.3,,,
"Jan 14, 2021 12:47:02 PM","Pro Reserve Series JC24",Right,"General Practice",52,59,40,62,8.7,69,5,80,84,-26,2.91,0.17,19.6,,,
"Jan 14, 2021 12:46:45 PM","Pro Reserve Series JC24",Right,"General Practice",51,55,45,61.6,10.7,67,6,77,83,-26,2.87,0.17,19.3,,,
"Jan 14, 2021 12:46:26 PM","Pro Reserve Series JC24",Right,"General Practice",47,65,43,61.9,10,64,5,84,83,-24,2.86,0.17,18.9,,,
"Jan 14, 2021 12:46:14 PM","Pro Reserve Series JC24",Right,"General Practice",48,61,42,62.7,9.5,65,5,82,83,-26,2.9,0.17,19.4,,,
"Jan 14, 2021 12:45:37 PM","Pro Reserve Series JC24",Right,"General Practice",52,62,46,61.4,11.4,69,4,81,85,-27,2.88,0.16,18.7,,,
"Jan 13, 2021 12:59:19 PM","Pro Reserve Series JC24",Right,Tee,43,64,46,64.4,11.3,60,8,84,84,-23,3.33,0.16,19,,,
"Jan 13, 2021 12:59:06 PM","Pro Reserve Series JC24",Right,Tee,44,56,52,65.4,13.7,60,10,80,82,-20,3.53,0.15,19.7,,,
"Jan 13, 2021 12:58:55 PM","Pro Reserve Series JC24",Right,Tee,43,75,44,66.7,10.4,59,9,86,87,-22,3.62,0.15,19.3,,,
"Jan 13, 2021 12:58:43 PM","Pro Reserve Series JC24",Right,Tee,48,64,50,63.6,12.7,65,7,80,88,-23,3.34,0.15,20.1,,,
"Jan 13, 2021 12:58:26 PM","Pro Reserve Series JC24",Right,Tee,44,69,46,63.9,11.2,60,8,84,86,-24,3.28,0.16,19.2,,,
"Jan 13, 2021 12:58:14 PM","Pro Reserve Series JC24",Right,Tee,41,67,45,63.9,10.7,58,10,84,85,-23,3.08,0.17,18.9,,,
"Jan 13, 2021 12:58:03 PM","Pro Reserve Series JC24",Right,Tee,42,65,47,64.5,11.7,59,7,83,85,-21,3.26,0.16,19.5,,,
"Jan 13, 2021 12:57:46 PM","Pro Reserve Series JC24",Right,Tee,50,56,49,62.3,12.5,66,10,74,88,-24,3.12,0.16,19.7,,,
"Jan 13, 2021 12:57:32 PM","Pro Reserve Series JC24",Right,Tee,46,63,46,63.9,11,62,8,81,86,-22,3.33,0.15,19.2,,,
"Jan 13, 2021 12:57:15 PM","Pro Reserve Series JC24",Right,Tee,49,52,43,62.2,10.1,65,8,73,84,-25,2.96,0.16,19.9,,,
"Jan 13, 2021 12:57:02 PM","Pro Reserve Series JC24",Right,Tee,49,52,43,63.6,10,65,9,76,82,-20,3.02,0.17,20.2,,,
"Jan 13, 2021 12:56:48 PM","Pro Reserve Series JC24",Right,Tee,49,52,46,62.9,11,65,8,76,81,-24,2.99,0.17,20,,,
"Jan 13, 2021 12:56:22 PM","Pro Reserve Series JC24",Right,Tee,45,52,43,61.8,9.9,62,7,74,84,-27,2.81,0.17,19.9,,,
"Jan 13, 2021 12:56:04 PM","Pro Reserve Series JC24",Right,Tee,48,56,46,60.6,11.1,65,10,74,87,-23,2.71,0.17,19.3,,,
"Jan 13, 2021 12:55:51 PM","Pro Reserve Series JC24",Right,Tee,34,72,34,62.1,6.3,51,7,93,84,-22,2.69,0.18,19.2,,,
"Jan 13, 2021 12:55:23 PM","Pro Reserve Series JC24",Right,Tee,34,70,37,64.7,7.5,50,10,86,85,-20,3.13,0.17,19.7,,,
"Jan 13, 2021 12:55:12 PM","Pro Reserve Series JC24",Right,Tee,34,69,40,63.7,8.6,51,9,85,85,-22,3.03,0.17,19.9,,,
"Jan 13, 2021 12:54:55 PM","Pro Reserve Series JC24",Right,Tee,47,56,52,63,13.7,64,13,77,85,-19,3.19,0.16,18.9,,,
"Jan 13, 2021 12:54:42 PM","Pro Reserve Series JC24",Right,Tee,38,59,49,60.1,12.7,54,13,80,85,-22,2.69,0.17,18.1,,,
"Jan 13, 2021 12:54:27 PM","Pro Reserve Series JC24",Right,Tee,44,55,49,61.8,12.3,61,11,76,85,-22,2.95,0.16,18.8,,,
"Jan 13, 2021 12:54:13 PM","Pro Reserve Series JC24",Right,Tee,48,57,47,62.5,11.7,65,10,78,85,-20,3.14,0.16,18.8,,,
"Jan 13, 2021 12:53:55 PM","Pro Reserve Series JC24",Right,Tee,53,46,42,62,9.7,70,7,69,81,-24,2.77,0.17,20.1,,,
"Jan 13, 2021 12:53:25 PM","Pro Reserve Series JC24",Right,Tee,39,66,36,63.9,7.1,56,6,88,81,-23,2.95,0.17,20,,,
"Jan 13, 2021 12:53:16 PM","Pro Reserve Series JC24",Right,Tee,38,59,44,63.9,10.5,55,9,80,83,-22,3.05,0.17,19.3,,,
"Jan 13, 2021 12:53:02 PM","Pro Reserve Series JC24",Right,Tee,39,71,45,62.4,10.7,56,7,84,87,-22,2.94,0.17,18.9,,,
"Jan 13, 2021 12:52:45 PM","Pro Reserve Series JC24",Right,Tee,38,57,46,63.1,11.2,55,13,76,86,-21,3.12,0.16,19,,,
"Jan 13, 2021 12:52:34 PM","Pro Reserve Series JC24",Right,Tee,46,61,49,60.9,12.4,63,9,78,89,-25,2.94,0.16,18.4,,,
"Jan 13, 2021 12:52:04 PM","Pro Reserve Series JC24",Right,Tee,39,58,41,62.3,9.3,56,9,80,83,-24,2.89,0.17,19.5,,,
"Jan 13, 2021 12:51:51 PM","Pro Reserve Series JC24",Right,Tee,47,56,44,64.4,10.5,63,8,78,84,-22,3.25,0.16,19.8,,,
"Jan 13, 2021 12:51:40 PM","Pro Reserve Series JC24",Right,Tee,47,60,47,63.1,11.4,64,7,79,86,-24,3.11,0.16,19.6,,,
"Jan 13, 2021 12:50:50 PM","Pro Reserve Series JC24",Right,Tee,43,56,49,61,12.5,59,8,74,87,-25,2.74,0.17,19.5,,,
"Jan 13, 2021 12:50:36 PM","Pro Reserve Series JC24",Right,Tee,44,52,41,62.6,9.2,61,7,78,80,-25,2.93,0.17,19.2,,,
"Jan 13, 2021 12:50:13 PM","Pro Reserve Series JC24",Right,Tee,33,61,33,65.3,6,49,10,94,79,-22,3.07,0.17,19,,,
"Jan 13, 2021 12:50:02 PM","Pro Reserve Series JC24",Right,Tee,44,54,44,65.4,10.6,61,10,79,81,-20,3.44,0.16,19,,,
"Jan 13, 2021 12:49:46 PM","Pro Reserve Series JC24",Right,Tee,43,55,43,63.9,10,59,9,77,83,-24,3.2,0.16,19.5,,,
"Jan 13, 2021 12:49:35 PM","Pro Reserve Series JC24",Right,Tee,42,71,42,64.4,9.7,58,6,89,83,-25,3.17,0.16,19.2,,,
"Jan 13, 2021 12:49:23 PM","Pro Reserve Series JC24",Right,Tee,41,67,41,63,9.3,58,6,86,83,-25,2.93,0.17,19.2,,,
"Jan 13, 2021 12:49:07 PM","Pro Reserve Series JC24",Right,Tee,49,49,45,63.7,10.9,66,10,72,82,-24,3.22,0.16,19.8,,,
"Jan 13, 2021 12:48:54 PM","Pro Reserve Series JC24",Right,Tee,45,65,44,64.7,10.5,62,9,83,85,-22,3.4,0.15,19.1,,,
"Jan 13, 2021 12:48:30 PM","Pro Reserve Series JC24",Right,Tee,39,60,42,62.6,9.6,56,10,80,85,-25,2.89,0.17,19.4,,,
"Jan 13, 2021 12:48:12 PM","Pro Reserve Series JC24",Right,Tee,45,55,41,65.1,9.1,62,9,81,79,-23,3.24,0.16,19.4,,,
"Jan 13, 2021 12:47:24 PM","Pro Reserve Series JC24",Right,Tee,41,62,40,64.2,9,58,11,84,82,-22,3.07,0.17,19.2,,,
"Jan 13, 2021 12:47:11 PM","Pro Reserve Series JC24",Right,Tee,48,50,44,64.5,10.3,65,9,75,80,-23,3.3,0.16,19.5,,,
"Jan 13, 2021 12:46:58 PM","Pro Reserve Series JC24",Right,Tee,30,61,33,64.5,5.7,47,9,94,79,-25,2.9,0.18,18.7,,,
"Jan 13, 2021 12:46:48 PM","Pro Reserve Series JC24",Right,Tee,47,48,44,64.7,10.5,63,11,74,80,-22,3.08,0.17,19.7,,,
"Jan 13, 2021 12:43:34 PM","Pro Reserve Series JC24",Right,Tee,37,57,43,61.3,10.1,54,14,83,80,-24,2.65,0.18,18.2,,,
"Jan 13, 2021 12:43:08 PM","Pro Reserve Series JC24",Right,Tee,51,39,42,61.2,9.6,68,13,62,79,-23,2.76,0.17,19.2,,,
"Jan 13, 2021 12:42:55 PM","Pro Reserve Series JC24",Right,Tee,37,46,44,60.2,10.3,54,13,72,78,-23,2.41,0.19,18.4,,,
"Jan 13, 2021 12:42:40 PM","Pro Reserve Series JC24",Right,Tee,39,52,40,62,8.9,55,7,76,82,-25,2.68,0.18,18.8,,,
"Jan 13, 2021 12:42:16 PM","Pro Reserve Series JC24",Right,Tee,37,61,33,63.1,5.9,54,9,91,78,-24,2.74,0.18,18.5,,,
"Jan 13, 2021 12:41:53 PM","Pro Reserve Series JC24",Right,Tee,36,61,39,63,8.2,52,10,85,81,-25,2.77,0.18,18.3,,,
"Jan 13, 2021 12:41:41 PM","Pro Reserve Series JC24",Right,Tee,43,57,40,61.6,8.6,60,6,81,81,-25,2.7,0.18,18.3,,,
"Jan 13, 2021 12:41:19 PM","Pro Reserve Series JC24",Right,Tee,44,51,38,63.2,8,60,10,78,79,-25,2.95,0.17,18.3,,,
"Jan 13, 2021 12:41:05 PM","Pro Reserve Series JC24",Right,Tee,48,65,33,61,6,65,7,88,80,-25,2.53,0.18,18.7,,,
"Jan 13, 2021 12:40:43 PM","Pro Reserve Series JC24",Right,Tee,45,64,32,62.5,5.5,61,7,94,82,-25,2.75,0.18,18.6,,,
"Jan 13, 2021 12:40:30 PM","Pro Reserve Series JC24",Right,Tee,51,66,33,60.5,6,68,7,91,81,-24,2.58,0.18,18.3,,,
"Jan 13, 2021 12:40:17 PM","Pro Reserve Series JC24",Right,Tee,52,66,35,62.3,6.6,68,5,93,81,-26,2.73,0.18,18.9,,,
"Jan 13, 2021 12:40:04 PM","Pro Reserve Series JC24",Right,Tee,53,59,31,60.7,5.1,70,8,84,81,-28,2.46,0.19,19.9,,,
"Jan 13, 2021 12:39:32 PM","Pro Reserve Series JC24",Right,Tee,41,48,47,63.1,11.6,58,17,74,79,-14,2.84,0.18,19.1,,,
"Jan 13, 2021 12:38:59 PM","Pro Reserve Series JC24",Right,Tee,41,51,42,67.2,9.5,58,18,95,72,-6,3.41,0.17,18.4,,,
"Jan 13, 2021 12:38:45 PM","Pro Reserve Series JC24",Right,Tee,40,56,49,67.1,12.3,56,17,91,74,-6,3.48,0.16,18.3,,,
"Jan 13, 2021 12:38:28 PM","Pro Reserve Series JC24",Right,Tee,38,52,56,64.7,15.4,55,22,81,76,-12,3.2,0.16,17.3,,,
"Jan 13, 2021 12:38:16 PM","Pro Reserve Series JC24",Right,Tee,38,52,48,64.1,12.1,55,18,83,75,-12,2.99,0.17,17.7,,,
"Jan 13, 2021 12:38:01 PM","Pro Reserve Series JC24",Right,Tee,42,56,46,66,11.1,59,18,89,74,-8,3.29,0.17,18.6,,,
"Jan 13, 2021 12:37:46 PM","Pro Reserve Series JC24",Right,Tee,51,53,51,64.7,13.2,67,16,81,78,-11,3.32,0.16,18.1,,,
"Jan 13, 2021 12:37:27 PM","Pro Reserve Series JC24",Right,Tee,38,59,41,65.6,9.3,54,14,90,76,-17,3.29,0.16,19.7,,,
"Jan 13, 2021 12:37:15 PM","Pro Reserve Series JC24",Right,Tee,34,58,50,66.4,12.8,50,17,87,76,-16,3.29,0.17,18.1,,,
"Jan 13, 2021 12:37:02 PM","Pro Reserve Series JC24",Right,Tee,34,57,42,65.2,9.8,51,16,87,75,-16,3.25,0.16,18.7,,,
"Jan 13, 2021 12:36:31 PM","Pro Reserve Series JC24",Right,Tee,32,57,38,66.8,7.9,49,10,96,79,-18,3.37,0.17,18.8,,,
"Jan 13, 2021 12:36:18 PM","Pro Reserve Series JC24",Right,Tee,36,59,42,66.1,9.4,53,10,97,81,-17,3.38,0.16,18.2,,,
"Jan 13, 2021 12:36:04 PM","Pro Reserve Series JC24",Right,Tee,40,63,42,65.5,9.7,56,9,90,79,-20,3.13,0.17,19.1,,,
"Jan 13, 2021 12:35:52 PM","Pro Reserve Series JC24",Right,Tee,43,62,48,64.8,11.9,60,10,84,82,-20,3.25,0.16,19.1,,,
"Jan 13, 2021 12:35:35 PM","Pro Reserve Series JC24",Right,Tee,42,55,42,65,9.5,59,9,81,79,-21,3.15,0.17,19.7,,,
"Jan 13, 2021 12:35:17 PM","Pro Reserve Series JC24",Right,Tee,43,61,47,65.5,11.5,59,9,84,81,-21,3.28,0.16,19.2,,,
"Jan 13, 2021 12:35:03 PM","Pro Reserve Series JC24",Right,Tee,39,61,47,62.2,11.8,56,10,82,83,-24,2.86,0.17,19.2,,,
"Jan 13, 2021 12:34:45 PM","Pro Reserve Series JC24",Right,Tee,43,52,46,65.1,11.2,59,13,81,77,-19,3.08,0.17,18.9,,,
"Jan 13, 2021 12:34:24 PM","Pro Reserve Series JC24",Right,Tee,41,62,52,64.4,13.9,57,12,85,81,-23,3.25,0.16,17.8,,,
"Jan 13, 2021 12:34:05 PM","Pro Reserve Series JC24",Right,Tee,44,62,53,64.9,14,60,10,85,81,-21,3.26,0.16,18.7,,,
"Jan 13, 2021 12:33:46 PM","Pro Reserve Series JC24",Right,Tee,44,66,38,68.5,7.9,60,7,90,81,-21,3.59,0.16,20.2,,,
"Jan 13, 2021 12:33:17 PM","Pro Reserve Series JC24",Right,Tee,40,66,39,65.2,8.3,57,6,88,81,-24,3.17,0.17,19.4,,,
"Jan 13, 2021 12:33:03 PM","Pro Reserve Series JC24",Right,Tee,41,59,43,65.2,9.9,58,8,83,81,-25,3.17,0.17,19.8,,,
"Jan 13, 2021 12:32:51 PM","Pro Reserve Series JC24",Right,Tee,47,66,41,64.3,9.1,64,6,88,81,-24,2.95,0.18,19.5,,,
"Jan 13, 2021 12:32:40 PM","Pro Reserve Series JC24",Right,Tee,43,57,41,63.3,9.2,59,7,81,82,-26,2.92,0.17,19.3,,,
"Jan 13, 2021 12:32:23 PM","Pro Reserve Series JC24",Right,Tee,42,66,36,64.8,7.1,59,7,91,81,-24,2.99,0.18,19.3,,,
"Jan 13, 2021 12:32:12 PM","Pro Reserve Series JC24",Right,Tee,51,67,37,62.7,7.6,67,4,89,81,-27,2.8,0.18,18.9,,,
"Jan 13, 2021 12:32:02 PM","Pro Reserve Series JC24",Right,Tee,47,64,40,63.1,8.7,64,6,85,82,-27,2.9,0.17,19.2,,,
"Jan 13, 2021 12:31:34 PM","Pro Reserve Series JC24",Right,Tee,52,53,42,63.8,9.5,69,9,78,81,-25,3,0.17,19.8,,,
"Jan 13, 2021 12:31:24 PM","Pro Reserve Series JC24",Right,Tee,53,50,40,63.3,8.9,69,9,75,80,-23,2.92,0.17,19.3,,,
